station_code,station_name,longitude,latitude,observations_url,forecast_url
FEBWC,Kitchener,-80.4727778,43.4186111,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FEBWC_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FEBWC_CURRENT.xml
FCAEN,London,-81.2325,42.9674999,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FCAEN_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FCAEN_CURRENT.xml
FDGEM,Milton,-79.9177778,43.5055556,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FDGEM_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FDGEM_CURRENT.xml
FEAKO,Mississauga,-79.6572222222222,43.5855555555556,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FEAKO_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FEAKO_CURRENT.xml
FDGED,Newmarket,-79.4583333333333,44.0580555555556,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FDGED_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FDGED_CURRENT.xml
FCFUU,North Bay,-79.459167,46.314444,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FCFUU_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FCFUU_CURRENT.xml
FCGKZ,Oakville,-79.7138888888889,43.4563888888889,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FCGKZ_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FCGKZ_CURRENT.xml
FDMOP,Oshawa,-78.8572222222222,43.9005555555556,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FDMOP_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FDMOP_CURRENT.xml
FEVNT,Ottawa,-75.6769444444444,45.4344444444445,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FEVNT_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FEVNT_CURRENT.xml
FDSUS,Parry Sound,-80.0361111,45.3538889,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FDSUS_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FDSUS_CURRENT.xml
FDGEJ,Peterborough,-78.3333333,44.3011111,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FDGEJ_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FDGEJ_CURRENT.xml
FCIBD,Port Stanley,-81.2108334,42.6663888,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FCIBD_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FCIBD_CURRENT.xml
FEARV,Sarnia,-82.3177777,42.9813889,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FEARV_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FEARV_CURRENT.xml
FDZCP,Sault Ste. Marie,-84.3469444,46.5588888,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FDZCP_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FDZCP_CURRENT.xml
FDJFN,St. Catharines,-79.2533,43.16544,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FDJFN_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FDJFN_CURRENT.xml
FCTOV,Sudbury,-80.9775,46.5011111,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FCTOV_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FCTOV_CURRENT.xml
FCWFX,Thunder Bay,-89.2677778,48.4013889,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FCWFX_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FCWFX_CURRENT.xml
FCWOV,Tiverton,-81.5444444,44.2669444,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FCWOV_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FCWOV_CURRENT.xml
FEUZB,Toronto,-79.3733333333333,43.7416666666667,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FEUZB_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FEUZB_CURRENT.xml
FCWYG,Toronto Downtown,-79.3969444,43.6758333,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FCWYG_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FCWYG_CURRENT.xml
FDQBU,Toronto East,-79.2308334,43.7558333,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FDQBU_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FDQBU_CURRENT.xml
FDQBX,Toronto North,-79.41026,43.76205,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FDQBX_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FDQBX_CURRENT.xml
FCKTB,Toronto West,-79.56589,43.71823,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FCKTB_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FCKTB_CURRENT.xml
FDEGT,Windsor,-82.9936111111111,42.3022222222222,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FDEGT_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FDEGT_CURRENT.xml
FDATE,Windsor Downtown,-82.99182,42.3081,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FDATE_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FDATE_CURRENT.xml
FCNJT,Windsor West,-83.0594444,42.2830556,http://dd.weather.gc.ca/air_quality/aqhi/ont/observation/realtime/xml/AQ_OBS_FCNJT_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/ont/forecast/realtime/xml/AQ_FCST_FCNJT_CURRENT.xml
IAQFR,Airdrie,-114.0141667,51.2922222,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_IAQFR_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_IAQFR_CURRENT.xml
OATSD,Arviat,-94.058333,61.108333,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_OATSD_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_OATSD_CURRENT.xml
GADMZ,Brandon,-99.9522222222222,49.8469444444444,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_GADMZ_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_GADMZ_CURRENT.xml
HASIZ,Buffalo Narrows,-108.5243083,55.8769833,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_HASIZ_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_HASIZ_CURRENT.xml
IAKID,Calgary,-114.0575,51.0458333333333,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_IAKID_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_IAKID_CURRENT.xml
IAEFD,Cold Lake,-110.166667,54.45,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_IAEFD_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_IAEFD_CURRENT.xml
IABOA,Drayton Valley,-114.9808333,53.2241666,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_IABOA_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_IABOA_CURRENT.xml
IACMP,Edmonton,-113.490277777778,53.5344444444444,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_IACMP_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_IACMP_CURRENT.xml
IACMW,Edson,-116.4327778,53.5836111,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_IACMW_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_IACMW_CURRENT.xml
HAUQM,Estevan,-102.9859847,49.1392833,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_HAUQM_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_HAUQM_CURRENT.xml
GAILW,Flin Flon,-101.8641699,54.768056,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_GAILW_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_GAILW_CURRENT.xml
IAFEW,Fort Chipewyan,-111.158333333333,58.7144444444444,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_IAFEW_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_IAFEW_CURRENT.xml
IAFFF,Fort McKay,-111.599722222222,57.1811111111111,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_IAFFF_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_IAFFF_CURRENT.xml
IAFFI,Fort McMurray,-111.380277777778,56.7263888888889,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_IAFFI_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_IAFFI_CURRENT.xml
IAFFM,Fort Saskatchewan,-113.217777777778,53.7111111111111,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_IAFFM_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_IAFFM_CURRENT.xml
LAILM,Fort Simpson,-121.3527,61.8609,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_LAILM_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_LAILM_CURRENT.xml
LAILN,Fort Smith,-111.8829,60.0053,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_LAILN_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_LAILN_CURRENT.xml
IAFYX,Genesee,-114.37,53.3458334,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_IAFYX_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_IAFYX_CURRENT.xml
IAHMM,Grande Prairie,-118.796111111111,55.1708333333333,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_IAHMM_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_IAHMM_CURRENT.xml
IAJWU,Hinton,-117.5627778,53.4111111,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_IAJWU_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_IAJWU_CURRENT.xml
LALNA,Inuvik,-133.7297,68.3609,http://dd.weather.gc.ca/air_quality/aqhi/pnr/observation/realtime/xml/AQ_OBS_LALNA_CURRENT.xml,http://dd.weather.gc.ca/air_quality/aqhi/pnr/forecast/realtime/xml/AQ_FCST_LALNA_CURRENT.xml
